[1, 0, 7, 0, 6, 0, 0, 2, 1, 14, 3, 0, 1, 0, 1, 0, 0, 0, 0]
[0, 0, 9, 0, 1, 1, 0, 1, 0, 15, 5, 2, 0, 0, 1, 0, 0, 0, 0]
[1, 0, 8, 0, 0, 0, 0, 5, 2, 16, 1, 1, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 6, 1, 0, 0, 1, 5, 2, 16, 0, 0, 1, 0, 0, 0, 0, 0, 0]
[1, 0, 6, 0, 2, 0, 0, 1, 2, 15, 4, 0, 1, 0, 0, 0, 0, 0, 0]
[1, 0, 7, 0, 0, 0, 2, 4, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 9, 0, 0, 0, 0, 3, 0, 14, 2, 0, 2, 0, 0, 0, 0, 0, 0]
[1, 0, 6, 0, 0, 0, 0, 4, 1, 14, 0, 3, 1, 0, 0, 0, 0, 0, 0]
[0, 0, 7, 0, 0, 0, 0, 5, 3, 15, 1, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 6, 0, 1, 0, 1, 3, 2, 15, 1, 0, 1, 0, 0, 0, 0, 0, 0]
[0, 0, 8, 0, 0, 0, 0, 2, 0, 16, 0, 4, 0, 0, 0, 0, 0, 0, 0]
[1, 0, 5, 0, 0, 0, 0, 2, 0, 16, 1, 1, 0, 0, 1, 0, 0, 0, 0]
[0, 0, 8, 0, 0, 0, 0, 1, 1, 16, 1, 0, 0, 0, 1, 0, 0, 0, 0]
[0, 0, 7, 0, 0, 0, 0, 1, 3, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 6, 0, 1, 0, 0, 0, 2, 14, 4, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 6, 0, 1, 0, 2, 3, 2, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 6, 0, 0, 0, 0, 3, 1, 13, 2, 0, 3, 0, 0, 0, 0, 0, 0]
[1, 0, 5, 0, 0, 0, 0, 3, 1, 16, 0, 0, 2, 0, 0, 0, 0, 0, 0]
[1, 0, 6, 0, 0, 0, 0, 3, 0, 15, 1, 0, 1, 0, 0, 0, 0, 0, 0]
[0, 0, 6, 0, 0, 0, 0, 4, 0, 13, 1, 0, 2, 0, 0, 0, 0, 0, 0]
[1, 0, 5, 0, 2, 0, 0, 0, 1, 15, 1, 1, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 7, 0, 0, 0, 0, 3, 1, 15, 1, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 8, 0, 0, 0, 0, 3, 0, 15, 1, 0, 1, 0, 0, 0, 0, 0, 0]
[1, 0, 8, 0, 0, 0, 0, 1, 1, 16, 0, 1, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 5, 0, 0, 0, 0, 2, 3, 13, 0, 2, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 6, 0, 0, 0, 0, 3, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[5, 0, 4, 0, 0, 0, 3, 2, 0, 14, 3, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 7, 0, 0, 0, 0, 1, 1, 14, 0, 0, 2, 0, 0, 0, 0, 0, 0]
[1, 0, 4, 0, 0, 0, 1, 1, 1, 14, 2, 0, 1, 0, 0, 0, 0, 0, 0]
[0, 0, 6, 0, 0, 0, 0, 2, 0, 14, 1, 1, 0, 0, 0, 0, 0, 0, 0]
[1, 0, 5, 0, 0, 0, 0, 3, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 6, 0, 0, 0, 0, 3, 4, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 6, 0, 0, 0, 1, 2, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[2, 0, 5, 0, 0, 0, 3, 1, 2, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 5, 0, 0, 0, 0, 5, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0]
